date,season,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2010-01-10,Oct 2010,1.5574937535,1.40802968219,1.62863666148,1.83184125042,1.0071275112,0.851384013724,0.852246741645,0.728442601829,0.996836781609,0.0,1.51069181982,0.0231904761905,0.0,0.0,0.75394,0,0.0,0.0,0.0,0.0
2010-01-11,Nov 2010,1.85077220791,1.60313390393,1.76420096728,2.16010701736,1.44802296563,0.966380274712,0.937042386944,0.939786293989,0.849024538102,0.947962322421,1.88424871355,1.20966989088,1.1341,1.25061100196,0.8873444,0,0.0,0.0,0.720987179487,1.33288735632
2010-01-12,Dec 2010,1.93824347248,1.64520081764,1.85438595726,2.2622456231,1.5837187677,1.05198589831,1.14884837611,1.10996850206,1.01152220559,1.41393023723,1.76281065508,1.16904334951,1.53573875862,0.903148486786,1.1765941989,0,0.963375982533,0.0,1.27925172414,1.05723127895
2011-01-01,Jan 2011,2.1797155323,1.87300014164,1.93727221244,2.46040176345,1.84594131304,1.32479230509,1.43688065492,1.45778733704,1.37411751296,1.49195974256,2.1677898658,1.25233169134,1.31684674893,1.19350190034,1.64540471976,0,1.13945053111,0.328836619718,1.37190834106,1.26175264175
2011-01-02,Feb 2011,2.38235263599,2.09333800739,2.1159301976,2.512908943,2.08161867913,1.62718439481,1.63908400489,1.56271183071,1.5855443212,1.60937221073,2.43404030377,1.24821354816,1.42166736453,1.5998620857,1.308457844,0,1.55315847647,0.639525201072,2.17938426172,1.56957191776
2011-01-03,Mar 2011,2.62818124095,2.29120922272,2.46577012118,2.92480196016,2.39169729211,1.80728655834,1.93118166369,1.70894351868,1.74103234228,1.77952222552,2.41631645491,1.48075589697,1.63659275635,1.57318848088,1.10672133971,0,1.46877914046,0.969065683382,1.98464596503,1.6723880223
2011-01-04,Apr 2011,2.75560370349,2.35676095037,2.54866639781,3.06171377833,2.54986187615,1.96038479033,1.98450210936,1.65944461225,1.59970056837,1.61153451533,2.63019029503,1.44493641391,1.60927275431,1.59300316307,1.51649225923,0,1.09262719298,0.476223322684,2.39697224039,1.62785948889
2011-01-10,Oct 2011,1.16508449493,1.14302286595,1.42762052915,1.0938681307,0.809752324785,0.928770651577,0.823494756318,0.798973991507,0.9047,0.0,1.39673601469,0.618405890052,0.0,0.0,0.5077,0,0.0,0.0,0.0,0.0
2011-01-11,Nov 2011,1.58661306934,1.3169434898,1.60034510398,1.6325983312,1.1365832347,0.998834914467,0.944668649069,0.87443078105,1.04229418993,1.22603041825,1.78126615925,0.854819959793,1.10199085714,1.17085113924,1.03088671329,0,0.0,0.0,1.41065915493,0.887790961538
2011-01-12,Dec 2011,1.86562479382,1.34173472194,1.78770858572,2.11355805933,1.3228713241,1.13350527117,1.02328816567,1.06049003145,1.14750890897,0.828754174067,1.80658980283,1.10529470134,1.2490900135,1.16235229032,1.02673469945,0,0.0,0.0,1.56494015636,1.08639888611
2012-01-01,Jan 2012,2.14785139603,1.56111217676,1.87203269961,2.41434812674,1.60436342145,1.33526645716,1.30528551382,1.24594654889,1.2206528417,1.12734515195,2.6199573481,1.24327481433,1.47698568249,1.39642352687,1.14266944444,0,1.0916389313,0.0,2.19348507463,1.32604011289
2012-01-02,Feb 2012,2.22803185559,1.77148122276,2.29793641652,2.54765522356,1.86472819131,1.60819665613,1.47187407096,1.38892355254,1.43049816219,1.94946842105,2.45877577559,1.35408041661,1.47589162125,1.6724595364,1.36431027714,0,1.13176597938,0.730664238411,1.73698863976,1.50153927697
2012-01-03,Mar 2012,2.70015525589,1.91029747982,2.30963565342,2.92178401922,2.02294948828,1.75311156362,1.64636241736,1.47981791675,1.34054556751,1.22921632489,3.35229655984,1.5864672373,1.6488070016,1.81953264384,1.50727268966,0,1.6446502627,1.73428648649,2.50331717086,1.58825033271
2012-01-04,Apr 2012,2.80916282281,2.05885275121,2.25638874648,2.92796888009,2.26381169548,2.02829775925,1.89841738553,1.5063931608,1.26747381941,1.26467669993,2.56149040656,1.53509050847,2.07627024691,1.85361861152,1.56682674638,0,1.10794792899,3.0871,2.1889077179,1.62397568046
2012-01-10,Oct 2012,1.46840119766,1.15548411903,1.4021392588,1.6665688928,0.8718381841,0.796738731006,0.768448242334,0.635955194615,2.0662,1.44954262295,1.148952539,0.448461068702,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012-01-11,Nov 2012,1.84234348761,1.39196263853,1.61489123847,2.20893767728,1.14796180117,1.09546259887,0.84790118095,0.788587057686,0.839666891892,1.68090625,1.80540148287,1.01525718326,1.00347047308,0.906370106762,0.435732407407,0,0.0,0.0,0.853220289855,0.965554402895
2012-01-12,Dec 2012,1.95362120245,1.41541213541,1.58022398148,2.33355219244,1.40904964518,1.23131411235,1.117366924,1.0740870394,1.05092256423,1.81027572816,2.10029124032,0.977793023256,1.17102530634,1.10736794412,0.764459654179,0,0.600774782609,0.0,1.62806682081,1.16334537919
2013-01-01,Jan 2013,2.26383453011,1.42269828815,1.39852908093,2.75013739863,1.58896494355,1.45622692836,1.29800795638,1.19793492014,1.12187613353,1.08299367397,2.12920761749,1.03404876645,1.17995505175,1.30914034075,1.10358491525,0,1.56291903643,0.909405462185,2.56300925373,1.29913396711
2013-01-02,Feb 2013,2.34385177008,1.4655218601,1.42118260505,2.92170313818,1.69550721627,1.48192422571,1.33655152761,1.22073264222,1.39167789857,1.20234032911,2.12549220174,1.27722105403,1.35219368155,1.4604692992,1.16044556482,0,1.05479600798,0.780813994169,2.82745862989,1.4756947052
2013-01-03,Mar 2013,2.64029032743,1.93435175773,1.63432324018,3.0325270592,2.10364109952,1.78891163183,1.8320568586,1.49575998672,1.51427542536,1.47183937997,1.94591854067,1.6383759697,1.70853824679,1.72812452671,1.54170863758,0,1.44569392713,0.703358675079,2.18391730253,1.70313830197
2013-01-04,Apr 2013,2.63058496995,2.19427305646,1.78492713776,2.88698685987,2.21447745444,1.94669232658,1.93110539078,1.6651552414,1.61662049198,1.51415320887,1.97163739028,1.50776351495,1.75199460999,1.61997377382,1.39662306136,0,1.22068677801,0.482475835866,1.73239924091,1.6888566216
2013-01-10,Oct 2013,2.2103055153,1.33902527222,1.32271033739,2.32055385911,1.7203552963,1.15901540385,0.86260896583,0.765687614602,0.678011105304,0.0,1.51657505428,0.915155505618,0.0,0.0,0.3861,0,0.0,0.0,0.0,0.0
2013-01-11,Nov 2013,2.4763507129,1.49783516528,1.57000774901,2.61821520471,1.80263014257,1.33549782272,1.09026579001,0.946224372165,0.961840039757,1.99574444444,1.69921395013,1.03445379815,1.20231758437,0.876495776256,1.13071592593,0,0.0,0.0,2.49195454545,1.098380271
2013-01-12,Dec 2013,2.71631137141,1.56694251589,1.61155871215,2.7909092767,2.08339289078,1.46466913943,1.24688021811,1.16231788396,1.18374629923,1.21342670192,2.37394341191,1.14496084491,1.14789040084,0.93187684673,1.61298359788,0,1.01700960265,0.0,2.33364871575,1.20536237303
2014-01-01,Jan 2014,2.91283250592,1.72409473851,1.68651423922,2.95564869278,2.34928718597,1.64964692468,1.47759527209,1.38416275727,1.27919959318,1.24599613864,2.63613729352,1.28965390666,1.39657115552,1.41189825515,1.32206859206,0,1.1047889132,0.0,3.18121630824,1.53669560366
2014-01-02,Feb 2014,3.13140299876,1.99734344177,1.84314950589,3.15128356413,2.52607717268,1.95330052855,1.85820171333,1.56043280173,1.39810038896,1.27972,2.316157875,1.33549312492,1.49448827338,1.59476344735,1.59928285714,0,1.11458521066,0.852341414141,2.74311696306,1.50802382208
2014-01-03,Mar 2014,3.36094157114,2.21716848987,1.99673534615,3.47519126874,2.70795986234,2.06735977231,1.9440675116,1.7180680818,1.59679984483,1.34753388796,2.61101794077,1.36937798453,1.58017172848,1.81812742351,1.57758716861,0,1.48575893683,0.90670620155,2.37290696798,1.74495246676
2014-01-04,Apr 2014,3.29447262738,2.34922249228,2.12359346877,3.40994781299,2.69733941559,2.06834762128,2.12962572477,1.78198354956,1.5479533009,1.25800285073,2.47905028722,1.43411116939,1.58097429693,1.61517834419,1.66989698953,0,1.26623632479,0.0,2.40932411726,1.66321780692
2014-01-10,Oct 2014,1.89186066834,0.973063305501,1.62329270822,1.81225815032,1.55793535277,1.17941826128,0.828212208696,0.752648967667,0.956776787252,1.02242402792,1.57790733427,0.739362573099,0.742238461538,0.0,0.0,0,0.0,0.0,0.0,0.23388814433
2014-01-11,Nov 2014,2.39205647181,1.2137855562,1.95469076255,2.39769854361,1.96326048223,1.32815117253,1.01834233348,0.869253651585,0.923336327365,1.44209722695,2.22826624194,1.01856658673,1.14435469697,0.0,1.50214342105,0,1.9372,0.0,0.0,1.10837627204
2014-01-12,Dec 2014,2.52876723559,1.32743386537,2.09452268332,2.59225640656,2.08823614665,1.39608722475,1.11820589387,1.03976219903,1.19558294457,1.52579385564,2.73916136127,1.1916826636,1.093604573,1.01621778917,1.32445661479,0,1.28074166667,0.0,1.66534955157,1.14205270009
2015-01-01,Jan 2015,2.74004552945,1.46666123404,1.97762209454,2.84734423629,2.34589863927,1.56899503755,1.34354659488,1.20296608752,1.42040828681,1.79214163286,3.10198298983,1.36359298425,1.24584447059,1.26351352555,1.51824656357,0,1.19917323049,1.7982,2.80460659767,1.32771469036
2015-01-02,Feb 2015,2.93295280093,1.73802986938,2.09416543883,3.09962832985,2.6085588741,1.8026242122,1.54108823572,1.41620065853,1.463752334,1.36004494332,3.0512981204,1.47578277803,1.56660161177,1.64370081651,1.25504709898,0,1.46195602996,0.801447184987,3.22192151589,1.58229370867
2015-01-03,Mar 2015,3.09314710446,2.00113176474,2.32495231965,3.11858541712,2.75023700445,2.02272362932,1.67781068699,1.67071154775,1.70832489962,1.72747518566,2.96541632653,1.49808811546,1.43789792919,1.67077880342,1.26259074074,0,1.65385348837,0.85837804878,3.20992249047,1.79990214204
2015-01-04,Apr 2015,3.28033860734,2.24545914956,2.42252689662,3.32145600863,2.76549732156,2.13218093032,1.87733763693,1.67823369169,1.69218236293,1.48469005994,2.76910947832,1.54994764205,1.67623974359,1.69894424448,1.25715505735,0,2.02106849315,1.6061,2.76638579695,1.71072384741
2015-01-10,Oct 2015,1.67274132074,1.41831204431,1.62034514475,1.29265248627,1.2022346589,0.989741882642,0.813609594545,0.697760123967,0.754474712644,0.0,1.16621509207,0.697829378531,0.968712156863,0.0,0.0,0,0.0,0.0,0.0,0.3489625
2015-01-11,Nov 2015,2.22417227455,1.69428901523,1.93307937876,1.95028621826,1.50828610304,1.02294073997,0.996125042699,0.894755242164,0.874713598326,1.78438461538,1.63154913366,0.832235816194,1.23867951318,1.30733196046,1.1561757764,0,0.0,0.0,2.99579823789,1.05989270575
2015-01-12,Dec 2015,2.40228917643,1.65544519358,1.88568079421,2.27290873371,1.66011943961,1.15942735985,1.10537571879,1.05749269062,1.06720429394,1.08370629921,2.18548148526,1.05545359333,1.07635689655,1.23309090778,1.22848910053,0,1.19137887324,0.0,2.21394964912,1.06026418981
2016-01-01,Jan 2016,2.44938078706,1.81635401174,2.09145340582,2.41693782333,1.89519448541,1.36189658363,1.28342650947,1.34217642983,1.11678949206,1.02368577778,2.23162145989,1.17613236957,1.43914559936,1.56107164319,1.2821975522,0,1.11526695652,2.54793823529,2.48733289474,1.33686139688
2016-01-02,Feb 2016,2.62602475382,1.91963132211,2.32984310123,2.87714620447,2.06400796366,1.50802173,1.52904258774,1.52429213483,1.35001339873,1.43341287554,2.5282815086,1.30744111678,1.50243357934,1.646551037,1.43698275218,0,1.35130333333,1.27241653543,2.06771679487,1.44980199012
2016-01-03,Mar 2016,2.78179785449,2.04027164192,2.31842266676,3.17915746414,2.28608833054,1.60437612348,1.69922845239,1.63450755623,1.55283206642,1.19908598131,2.91282175971,1.483266783,1.64171678862,1.69339681107,1.5209372956,0,1.43976513339,0.999273823529,2.30206537267,1.6315787963
2016-01-04,Apr 2016,2.8331106611,2.12787461485,2.32886739179,3.17505295728,2.26596702653,1.72301682144,1.7943210115,1.72278834498,1.51797386443,1.35720787349,2.42026200631,1.53537656282,1.65922074513,1.99225237732,1.73772918108,0,1.50727043796,0.312385,2.06653728814,1.70788171619
